,time,cpu_utilization,disk_read_bytes,disk_write_bytes,received_bytes,sent_bytes
0,16:23:00,1.1891765352130201,0.0,0.0635264,0.00030293333333333334,0.006177516666666666
1,16:24:00,2.22696204718279,6.246666666666666e-05,2.6595724166666663,1.41995085,2.779034
2,16:25:00,3.4895029895557697,0.00026725,9.817288433333333,4.42004575,8.20433365
3,16:26:00,3.24516119107298,0.00034714999999999995,12.373186833333333,3.8531647999999996,7.171040166666667
4,16:27:00,3.44424653667517,0.00016315,11.746856633333334,3.792655,8.929660283333334
5,16:28:00,3.20805807924354,0.00013073333333333333,11.834077266666666,3.818864133333333,7.702588483333334
6,16:29:00,3.24509516135388,0.0002106,11.975724433333331,3.8015548666666663,7.593753666666667
7,16:30:00,3.1560755032913597,8.908333333333333e-05,11.544271683333331,3.8365179166666663,7.68486445
8,16:31:00,3.1713942617523703,0.011358666666666666,10.46093975,3.969519,7.944555916666667
9,16:32:00,3.21686642488274,0.0273549,9.399470133333333,3.764962883333333,7.5196527
10,16:33:00,3.07989865921377,0.025890966666666668,11.791719516666667,3.748788316666667,7.540160616666666
11,16:34:00,3.25746452833746,0.05480608333333334,13.44209665,3.9117381,7.8284722
12,16:35:00,3.19609169448085,0.011702566666666667,10.380555766666667,3.963808783333333,7.895971133333334
13,16:36:00,3.24684413829898,0.012358016666666666,13.661158933333333,3.85925125,7.728427933333333
14,16:37:00,3.3514850309852497,0.07421323333333334,11.1823752,3.8549594666666667,7.702868516666666
15,16:38:00,3.41904594378908,0.16712458333333333,11.390189066666666,3.8684906,7.70492085
16,16:39:00,3.36192034311191,0.1064113,11.49058365,3.936163483333333,7.876439733333333
17,16:40:00,3.36342417569682,0.0002314166666666667,11.048923616666666,3.8641776166666664,7.731199383333334
18,16:41:00,3.381130061687,0.00019898333333333328,11.272518949999998,3.9140888833333327,7.81146745
19,16:42:00,3.2628282606653,0.0007160999999999999,12.170211583333332,3.9269706666666666,7.856285733333333
20,16:43:00,3.30589342458623,0.001986533333333333,10.63988203333333,3.8330504666666667,7.6881404
21,16:44:00,3.3396648118479497,0.002414966666666667,11.423445466666669,3.7689902833333333,7.5499770999999996
22,16:45:00,3.2873650937778804,0.002686166666666667,10.783118466666668,3.8450967166666667,7.654550616666667
23,16:46:00,3.47373811076121,0.008901366666666667,10.848423933333333,3.9382115499999997,7.866488
24,16:47:00,3.5203384602437797,0.07972418333333334,13.24130985,4.047983299999999,8.118487966666667
25,16:48:00,3.51121101770367,0.15785338333333332,11.046813016666668,3.9849595333333334,7.965704533333334
26,16:49:00,3.3119051621992197,0.0019463333333333333,9.79990125,3.9173437166666667,7.805531866666667
27,16:50:00,3.3007427691536204,0.0009257166666666668,10.845062116666668,3.8821842833333333,7.747485
28,16:51:00,3.2895212203256197,0.0012956500000000002,12.766597783333332,3.96192425,7.8959934
29,16:52:00,3.31138660034733,0.0042946,11.989077716666669,3.8963906833333333,7.793428133333334
30,16:53:00,3.13386135543873,0.005341616666666667,9.7037341,3.7941211,7.574875733333333
31,16:54:00,3.14924753329964,0.0016485833333333337,11.415054083333333,3.781600483333333,7.54474245
32,16:55:00,3.17943657962542,0.003467566666666667,10.60274103333333,3.7219892666666667,7.46031485
33,16:56:00,3.3302966748591305,0.004348283333333334,11.0403252,3.8198168333333333,7.633504683333333
34,16:57:00,3.2279907303303497,0.05932685,11.09911885,3.796172616666666,7.614117733333333
35,16:58:00,3.26242620314445,0.12920385,12.419504316666668,3.773228116666666,7.54570135
36,16:59:00,3.2437441605796598,0.005181616666666667,9.838264666666666,3.470348533333333,6.971667933333333
37,17:00:00,2.05838326410979,0.00809115,6.535224716666667,2.0543259166666665,4.11970645
